Code,Año,Marca,Modelo,Precio,Millas,Version,Localizacion
MELI,2018,Fiat,Cronos,527770,0,1.8 16v Precision At6,Buenos Aires Interior
MELI,2018,Fiat,Otros Modelos,527770,0,PRECISION 1.8,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,529000,9999999,1.8 16v Precision,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,530000,0,1.8 16v Precision At6,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,530000,45000,1.8 16v Precision Pack Premium,Mendoza
MELI,2018,Fiat,Cronos,540000,1,1.8 16v Precision,Capital Federal
MELI,2018,Fiat,Cronos,550000,40000,1.8 16v Precision Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,585900,0,1.8 16v Precision Pack Premium,Bs.as. G.b.a. Oeste
MELI,2018,Fiat,Cronos,595000,10000,1.8 16v Precision,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,595000,10000,1.8 16v Precision,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,595000,10000,1.8 16v Precision,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,595000,10000,1.8 16v Precision,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,595000,10000,1.8 16v Precision,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,600000,20000,1.8 16v Precision,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,609500,27500,1.8 Precision,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,630000,8506,1.8 16v Precision Pack Premium,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,650000,9000,1.8 16v Precision,Capital Federal
MELI,2018,Fiat,Cronos,651000,0,1.8 16v Precision Pack Premium,Río Negro
MELI,2018,Fiat,Cronos,651000,0,1.8 16v Precision Pack Premium,Río Negro
MELI,2018,Fiat,Cronos,657000,17300,PRECISION 1.8 MT,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,659000,21234,1.8 16v Precision Pack Premium,Córdoba
MELI,2018,Fiat,Cronos,666000,0,1.8 16v Precision,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,670000,23000,1.8 16v Precision At6 Pack Premium,Capital Federal
MELI,2018,Fiat,Cronos,685000,11111,1.8 16v Precision Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,690000,2019,1.8 16v Precision,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,695000,0,1.8 Precision,Córdoba
MELI,2018,Fiat,Cronos,720000,12150,1.8 16v Precision,Bs.as. Costa Atlántica
MELI,2018,Fiat,Cronos,720000,18500,1.8 16v Precision At6 Pack Premium,Córdoba
MELI,2018,Fiat,Cronos,720000,4000,1.8 16v Precision At6 Pack Premium,Mendoza
MELI,2018,Fiat,Cronos,720000,10000,1.8 16v Precision,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,730000,271,1.8 16v Precision At6 Pack Premium,Córdoba
MELI,2018,Fiat,Cronos,730000,25000,1.8 16v Precision Pack Premium,Córdoba
MELI,2018,Fiat,Cronos,735000,5900,1.8 16v Precision At6,Capital Federal
MELI,2018,Fiat,Cronos,738000,0,PRECISION 1.8 MT,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,738000,0,PRECISION 1.8 MT,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,750000,2700,1.8 16v Precision At6,Misiones
MELI,2018,Fiat,Cronos,750000,10000,1.8 16v Precision,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,750000,0,1.8 16v Precision Pack Premium,Mendoza
MELI,2018,Fiat,Cronos,750000,17000,1.8 16v Precision Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,750000,30000,1.8 16v Precision At6 Pack Premium,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,760000,0,1.8 16v Precision At6 Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,760400,0,1.8 16v Precision Pack Premium,Capital Federal
MELI,2018,Fiat,Cronos,760400,0,1.8 16v Precision Pack Premium,Capital Federal
MELI,2018,Fiat,Cronos,782000,0,1.8 16v Precision,Mendoza
MELI,2018,Fiat,Cronos,795000,1400,1.8 16v Precision At6 Pack Premium,Córdoba
MELI,2018,Fiat,Cronos,806000,0,1.8 16v Precision,Corrientes
MELI,2018,Fiat,Cronos,828340,0,1.8 16v Precision At6 Pack Premium,Capital Federal
MELI,2018,Fiat,Cronos,833000,0,1.8 16v Precision,Buenos Aires Interior
MELI,2018,Fiat,Cronos,835000,0,1.8 16v Precision At6 Pack Premium,Bs.as. Costa Atlántica
MELI,2018,Fiat,Cronos,837400,0,Precision 1.8,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,837400,0,Precision 1.8,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Cronos,840000,0,1.8 16v Precision At6 Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,845000,0,1.8 16v Precision At6 Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,869000,0,1.8 16v Precision At6 Pack Premium,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Cronos,898000,0,1.8 16v Precision At6 Pack Premium,Capital Federal
MELI,2019,Chevrolet,Cruze II,415000,0,1.4 Lt 153cv,Bs.as. G.b.a. Sur
MELI,2019,Chevrolet,Cruze II,425000,0,1.4 Lt 153cv,La Rioja
MELI,2019,Chevrolet,Cruze II,475000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,550000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,596000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,600000,0,1.4 Lt 153cv,Corrientes
MELI,2019,Chevrolet,Cruze II,614900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,620900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,624450,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,625900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,635000,0,1.4 Lt 153cv,Chubut
MELI,2019,Chevrolet,Cruze II,635000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,635000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,635000,0,1.4 Lt 153cv,Catamarca
MELI,2019,Chevrolet,Cruze II,645780,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,648000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,650000,0,1.4 Lt 153cv,Corrientes
MELI,2019,Chevrolet,Cruze II,650000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,652720,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,652800,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,659000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,685000,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,690000,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,690000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,690700,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,690900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,698000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,698110,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,698190,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,698888,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,699000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,699320,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,700400,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,700500,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,700600,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,710902,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze,715440,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,723920,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze,733900,0,"LT 1.4 , LTZ 1.4",Capital Federal
MELI,2019,Chevrolet,Cruze II,750000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,760000,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,760000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,760000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,789900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,799900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,799900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,800618,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,805000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,830000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,836000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,836192,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,839900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,840000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,841200,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,843680,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,845900,0,1.4 Lt 153cv,Bs.as. G.b.a. Sur
MELI,2019,Chevrolet,Cruze II,849900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,850000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,850900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,857000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,860000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,865000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,868500,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,869900,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,870000,0,1.4 Lt 153cv,Salta
MELI,2019,Chevrolet,Cruze II,870000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,890000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,890000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,890000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,890000,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze,899000,0,1.4 5P LT,Córdoba
MELI,2019,Chevrolet,Cruze II,905000,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,907000,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,907000,0,1.4 Lt 153cv,Buenos Aires Interior
MELI,2019,Chevrolet,Cruze II,910000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,915000,0,1.4 Lt 153cv,Buenos Aires Interior
MELI,2019,Chevrolet,Cruze II,950000,0,1.4 Lt 153cv,Chaco
MELI,2019,Chevrolet,Cruze II,958000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,958000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,999900,0,1.4 Lt 153cv,Bs.as. G.b.a. Norte
MELI,2019,Chevrolet,Cruze II,1012200,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1017900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1030828,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1050000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1050002,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1050003,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1056000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1056500,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1060000,0,1.4 Lt 153cv,Santa Fe
MELI,2019,Chevrolet,Cruze II,1099000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,1099000,0,1.4 Lt 153cv,Bs.as. G.b.a. Oeste
MELI,2019,Chevrolet,Cruze II,1100000,0,1.4 Lt 153cv,Buenos Aires Interior
MELI,2019,Chevrolet,Cruze II,1112900,0,1.4 Lt 153cv,Entre Ríos
MELI,2019,Chevrolet,Cruze II,1113000,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1116000,0,1.4 Lt 153cv,Córdoba
MELI,2019,Chevrolet,Cruze II,1116000,0,1.4 Lt 153cv,Córdoba
MELI,2019,Chevrolet,Cruze II,1135600,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1136178,0,1.4 Lt 153cv,Santa Fe
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1152900,0,1.4 Lt 153cv,Capital Federal
MELI,2019,Chevrolet,Cruze II,1176629,0,1.4 Lt 153cv,Capital Federal
MELI,2018,Fiat,Mobi,191000,0,Easy Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,198000,1000,1.0 Easy Pack Top,Formosa
MELI,2018,Fiat,Mobi,200000,26000,1.0 Easy Pack Top,Buenos Aires Interior
MELI,2018,Fiat,Mobi,220000,0,Easy Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,220000,16000,1.0 Easy Pack Top,Córdoba
MELI,2018,Fiat,Mobi,220000,50000,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,237264,0,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,248000,1,1.0 Easy Pack Top,Jujuy
MELI,2018,Fiat,Mobi,248000,1,1.0 Easy Pack Top,Corrientes
MELI,2018,Fiat,Mobi,248000,1,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,249000,1,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,250000,1,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,250000,1,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,250000,1,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,257000,0,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,265000,0,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,265000,0,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,265400,0,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,277000,0,EASY PACK TOP 1.0,Mendoza
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Formosa
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Bs.as. G.b.a. Oeste
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Capital Federal
MELI,2018,Fiat,Mobi,279000,0,1.0 Easy,Formosa
MELI,2018,Fiat,Mobi,279750,0,EASY 1.0 Y WAY 1.0,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,280000,0,1.0 Easy Pack Top,Bs.as. Costa Atlántica
MELI,2018,Fiat,Mobi,284000,0,1.0 Easy Pack Top Live On,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,284300,0,1.0 Easy Pack Top,Bs.as. G.b.a. Oeste
MELI,2018,Fiat,Mobi,285555,0,1.0 Easy Pack Top,Mendoza
MELI,2018,Fiat,Mobi,330000,0,1.0 Easy Pack Top,Río Negro
MELI,2018,Fiat,Mobi,330000,0,1.0 Easy Pack Top,Tucumán
MELI,2018,Fiat,Mobi,330000,8200,1.0 Easy,Santa Fe
MELI,2018,Fiat,Mobi,373000,0,Easy Top o Way,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,380000,1,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,390000,4000,1.0 Easy Pack Top,Buenos Aires Interior
MELI,2018,Fiat,Mobi,390000,1,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,394500,10000,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,394500,10000,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,394500,10000,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,400000,1,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,400000,0,1.0 Easy,Capital Federal
MELI,2018,Fiat,Mobi,409000,0,EASY PACK TOP (TODAS LAS VERSIONES FINANCIADAS),Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,409000,0,EASY PACK TOP (TODAS LAS VERSIONES FINANCIADAS),Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,409000,0,EASY PACK TOP (TODAS LAS VERSIONES FINANCIADAS),Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,410000,10000,1.0 Easy,Santiago Del Estero
MELI,2018,Fiat,Mobi,413000,1,1.0 Easy Pack Top,Bs.as. G.b.a. Oeste
MELI,2018,Fiat,Mobi,415000,1,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,425000,13000,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,430000,27000,1.0 Easy Pack Top,Capital Federal
MELI,2018,Fiat,Mobi,430000,17000,1.0 Easy Pack Top Live On,Bs.as. G.b.a. Oeste
MELI,2018,Fiat,Mobi,435000,0,1.0 Easy Pack Top,Buenos Aires Interior
MELI,2018,Fiat,Mobi,439000,1001,1.0 Easy Pack Top,Bs.as. Costa Atlántica
MELI,2018,Fiat,Mobi,440000,0,Easy Top o Way,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,440000,10400,1.0 Easy Pack Top,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,440000,17400,1.0 Easy,Capital Federal
MELI,2018,Fiat,Mobi,440000,15000,1.0 Easy,Bs.as. Costa Atlántica
MELI,2018,Fiat,Mobi,440000,15560,1.0 Easy,Bs.as. G.b.a. Oeste
MELI,2018,Fiat,Mobi,455000,5580,1.0 Easy,Buenos Aires Interior
MELI,2018,Fiat,Mobi,455000,22000,1.0 Easy Pack Top,Córdoba
MELI,2018,Fiat,Mobi,459000,0,Easy Top o Way,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,460000,15800,1.0 Easy Pack Top,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,460000,4000,1.0 Easy,Bs.as. G.b.a. Norte
MELI,2018,Fiat,Mobi,460000,19000,1.0 Easy,Bs.as. G.b.a. Sur
MELI,2018,Fiat,Mobi,469000,0,1.0 Easy Pack Top,Bs.as. Costa Atlántica
